Lot NO,Melt No,Melt Denier,Melt g/den,Melt (%),Melt (gf),Melt Weight(g),Melt temp,Pack Press (psi),"1 G/R Speed
(mpm)","Batch
No.","Spool
No.",Coating Straight,"Coating
EP","Coating
USP","Coating
Knot security","Coating
Diameter","Coating
Tie-down",Fast 1W Avg,Fast 1W Min ,Fast 1W %,Moisture
,20,90.5,7.741,26.72,701,"1,343",260,995,450,,,,,,,,,,,,
,21,91,7.578,28.37,689,618,260,990,450,,,,,,,,,,,,
,22,90.5,7.594,30.12,688,706,260,730,450,,,,,,,,,,,,
,23,90,7.656,28.23,689,"1,349",260,757,445,,,,,,,,,,,,
,24,90.5,7.518,28.88,681,"1,340",260.1,781,445,,,,,,,,,,,,
,25,90,7.601,29.19,684,"1,343",260,790,445,,,,,,,,,,,,
TSSR12204V016,1,90,7.519,28.21,676,"1,345",260.1,799,445,1st,8,13.35,8.52,7.56,6.59,0.488,0.95,6.14,5.86,72%,72
,2,90.5,7.844,30.32,710,"1,348",260,817,445,2nd,34,,8.03,,6.62,0.482,,6.1,5.92,76%,83
,3,90,7.832,28.59,713,359,260,820,445,3rd-1,44,,7.9,,6.31,0.476,,6.07,5.73,77%,65
,4,90.6,7.757,29.14,702,280,260,820,445,3rd-2,58,,8.1,,6.67,0.489,,6.02,5.78,74%,
,5,91,7.7,23.18,701,"1,338",260,831,445,4th,98,,8.27,,6.51,0.479,,5.87,5.53,71%,
,6,91,7.69,30.31,700,"1,348",260,842,445,5th,122,,8.43,,6.78,0.476,,6.06,5.8,72%,
,7,90.5,8.161,29.78,739,"1,343",260,843,445,,,,,,,,,,,,
,8,90.5,7.768,26.26,703,"1,337",260,845,445,,,,,,,,,,,,
,9,91,7.707,27.26,701,"1,342",260,845,445,,,,,,,,,,,,
,10,91,7.644,28.32,696,"1,038",260,840,445,,,,,,,,,,,,
,11,90.2,8.896,22.51,803,"1,337",260,"1,000",445,,,,,,,,,,,,
,12,90.5,7.726,32.18,699,"1,305",260,"1,000",480,,,,,,,,,,,,
,13,91,7.684,35.01,699,"1,340",262,960,475,,,,,,,,,,,,
,14,90.5,7.575,33.3,686,"1,340",262,963,475,,,,,,,,,,,,
,15,91,7.503,29.05,683,"1,337",261.9,950,475,,,,,,,,,,,,
,16,90.6,7.714,32.86,699,"1,344",261.9,945,475,,,,,,,,,,,,
,17,90,7.815,35.75,704,"1,341",262,947,475,,,,,,,,,,,,
,18,91,7.597,32.71,691,"1,339",262,933,475,,,,,,,,,,,,
,19,91.3,7.745,31.35,707,440,262,934,475,,,,,,,,,,,,
,20,90.3,7.609,32.24,687,162,262,933,475,,,,,,,,,,,,
,21,90.3,7.839,33.03,708,"1,328",262,937,475,,,,,,,,,,,,
,22,90.6,7.731,32.55,701,"1,340",262.1,924,475,,,,,,,,,,,,
,23,91,7.803,35.09,711,"1,343",262,910,465,,,,,,,,,,,,
,24,91.3,8.019,31.14,732,"1,337",262,906,465,,,,,,,,,,,,
,25,90.5,7.869,32.44,712,"1,343",262,906,465,,,,,,,,,,,,
,26,90.5,7.53,29.39,681,"1,338",262,902,465,,,,,,,,,,,,
,27,90.5,7.696,32.3,696,618,262,900,465,,,,,,,,,,,,
TSSR12205G001,1,90.5,7.922,29.84,717,528,262.3,"1,060",460,1st-1,8,13.39,8.24,8.26,6.79,0.473,0.5,6.16,5.8,75%,113
,2,90.2,7.755,31.15,699,"1,323",262.2,"1,118",455,1st-2,26,,7.89,,7.09,0.476,,6.09,5.95,77%,
,3,90.5,8.363,33.96,757,"1,316",262.6,"1,143",455,2nd,37,,8.22,,7.47,0.481,,6.38,6.04,78%,
,4,90.5,8.006,28.24,725,"1,332",262.5,"1,122",445,,,,,,,,,,,,
,5,90.5,8.012,30.17,725,"1,319",262.4,"1,154",445,,,,,,,,,,,,
,6,90,7.768,29.13,699,904,262.4,"1,155",445,,,,,,,,,,,,
,7,90,7.772,29.02,699,"1,331",262.5,"1,170",445,,,,,,,,,,,,
,8,90.5,8.301,30.41,751,849,262.4,"1,162",445,,,,,,,,,,,,
TSSR12205V001,1,91,7.849,31.97,714,"1,341",261.1,"1,120",465,1st-1,10,13.94,8.24,7.61,6.85,0.481,1.04,6.27,6.12,76%,85
,2,90,7.775,29.16,700,"1,341",261.2,"1,147",465,1st-2,32,,8.11,,7.03,0.487,,6.23,5.89,77%,186
,3,91,7.556,29.52,688,"1,343",261.6,"1,190",465,2nd,58,,8.13,,6.39,0.49,,6.09,5.9,75%,70
,4,90.2,7.709,28.71,696,"1,339",261.3,"1,205",465,3rd,66,,8.1,,7.05,0.488,,5.43,5.23,67%,
,5,91,7.757,31.57,706,"1,342",261.2,"1,230",465,4th,98,,7.84,,6.21,0.477,,6.11,5.9,78%,
,6,90.5,7.665,31.76,394,"1,340",261.4,"1,240",465,5th-1,108,,8.05,,6.24,0.486,,6.15,5.79,76%,
,7,90.4,7.557,32.72,683,"1,340",261.5,"1,242",465,5th-2,122,,8.36,,6.38,0.49,,6.3,5.74,75%,
,8,91.5,7.54,27.1,690,"1,341",261.4,"1,255",465,,,,,,,,,,,,
,9,91,8.075,27.35,735,"1,334",261.4,"1,262",465,,,,,,,,,,,,
,10,90.5,7.684,30.59,696,"1,335",261.3,"1,275",465,,,,,,,,,,,,
,11,91,8.078,31.62,735,"1,339",261.3,"1,275",465,,,,,,,,,,,,
,12,91.5,8.045,31.19,736,"1,335",261.3,"1,298",465,,,,,,,,,,,,
,13,90.3,8.502,30.95,768,"1,341",261.3,"1,320",465,,,,,,,,,,,,
,14,90.2,7.589,29.44,684,"1,335",261.3,"1,318",465,,,,,,,,,,,,
,15,90,7.606,30.36,684,"1,333",261.4,"1,327",465,,,,,,,,,,,,
,16,90.3,7.858,32.09,710,"1,340",261.4,"1,339",465,,,,,,,,,,,,
,17,90.5,7.9,32,715,"1,337",261.4,"1,343",465,,,,,,,,,,,,
,18,90,8.15,31.68,734,"1,338",261.5,"1,340",465,,,,,,,,,,,,
,19,90.5,7.871,32.65,712,"1,333",261.4,"1,350",465,,,,,,,,,,,,
,20,91,7.571,31.48,689,"1,334",261.4,"1,355",465,,,,,,,,,,,,
,21,92,7.696,31.27,708,"1,334",261.5,"1,355",465,,,,,,,,,,,,
,22,91,7.833,29.54,712,"1,340",261.5,"1,360",465,,,,,,,,,,,,
TSSR12205V002,1,90.4,8.066,29.95,729,"1,342",261.4,"1,372",465,1st,10,13.4,8.39,7.57,6.41,0.492,1.18,6.13,5.98,73%,186
,2,91.4,7.596,31.47,694,"1,340",261.3,"1,390",465,2nd-1,40,,7.95,,6.63,0.489,,6.01,5.86,76%,58
,3,90.5,7.683,31.07,695,"1,337",261.4,"1,381",465,2nd-2,58,,8.14,,6.1,0.483,,5.88,5.57,72%,47
,4,90.8,8.027,31.31,729,"1,342",261.4,"1,378",465,3rd,90,,7.93,,6.61,0.489,,5.64,5.02,71%,
,5,90,8.002,29.99,720,"1,333",261.4,"1,500",475,4th,100,,8,,6.24,0.486,,6.08,5.88,76%,
,6,90.6,7.764,29.63,704,"1,341",261.4,"1,555",475,,,,,,,,,,,,
,7,90.5,7.792,32.3,705,"1,337",261.5,"1,586",475,,,,,,,,,,,,
,8,91,7.923,33.45,721,"1,339",261.4,"1,655",475,,,,,,,,,,,,
,9,91,7.916,31.9,720,515,261.3,"1,695",475,,,,,,,,,,,,
,10,90,8.004,32.61,720,"1,337",261.5,"1,799",480,,,,,,,,,,,,
,11,90.5,7.786,31.87,705,160,261.5,"1,800",480,,,,,,,,,,,,
,12,90,8.017,32.79,722,"1,339",261.3,"1,155",475,,,,,,,,,,,,
,13,90.2,7.933,31.84,715,"1,343",261.4,"1,155",475,,,,,,,,,,,,
,14,91,7.626,31.04,694,"1,334",261.3,"1,160",475,,,,,,,,,,,,
,15,91,7.992,33.5,727,"1,341",261.2,"1,156",475,,,,,,,,,,,,
,16,90.5,7.776,33.75,704,"1,340",261.3,"1,166",475,,,,,,,,,,,,
,17,90.7,7.977,30.74,724,"1,336",261.2,"1,175",475,,,,,,,,,,,,
,18,91,7.592,32.93,691,"1,343",261.3,"1,173",475,,,,,,,,,,,,
,19,90.5,7.853,30.3,711,"1,341",261.4,"1,184",475,,,,,,,,,,,,
,20,90,7.588,31.71,683,"1,331",261.3,"1,190",470,,,,,,,,,,,,
,21,90,7.599,30.43,684,"1,340",261.4,"1,196",470,,,,,,,,,,,,
,22,92,7.69,33.37,707,"1,335",261.4,"1,202",470,,,,,,,,,,,,
,23,91,7.728,33.18,703,466,261.2,"1,210",470,,,,,,,,,,,,
,24,90.2,7.799,27.85,704,"1,343",261.3,"1,208",470,,,,,,,,,,,,
TSSR12205V003,1,91,7.752,30.75,706,"1,341",261.4,"1,210",470,1st-1,4,13.49,8.42,7.4,6.74,0.488,0.79,6.46,6.26,77%,117
,2,90.4,8.118,31.68,734,"1,344",261.4,"1,226",470,1st-2,18,,8.14,,6.21,0.488,,6.14,5.89,75%,110
,3,91,7.948,29.47,724,"1,340",261.4,"1,228",470,2nd,58,,8.37,,7.03,0.489,,5.86,5.66,70%,103
,4,91,7.688,29.32,700,"1,345",261.4,"1,232",470,3rd,90,,8.53,,6.96,0.488,,5.68,5.51,67%,
,5,90.5,7.83,27.93,709,"1,344",261.4,"1,234",470,4th-1,100,,8.16,,6.84,0.491,,6.09,5.71,75%,
,6,90.2,7.762,29.98,700,"1,345",261.2,"1,254",470,4th-2,114,,8.18,,6.49,0.482,,6.37,5.87,78%,
,7,90.3,7.965,29.71,720,"1,341",261.3,"1,262",470,4th-3,122,,8.31,,6.69,0.491,,6.32,5.93,76%,
,8,90,8.58,32.36,772,"1,338",261.3,"1,300",475,,,,,,,,,,,,
,9,90.5,8.02,28.65,726,"1,339",261.4,"1,310",475,,,,,,,,,,,,
,10,91,7.967,32.23,725,"1,338",261.3,"1,316",475,,,,,,,,,,,,
,11,90.2,7.907,31.77,713,"1,340",261.5,"1,317",475,,,,,,,,,,,,
,12,91,7.767,28.79,707,"1,341",261.5,"1,326",475,,,,,,,,,,,,
,13,91,7.796,31.54,710,"1,341",261.6,"1,346",475,,,,,,,,,,,,
,14,90.5,7.71,31.82,697,"1,342",261.6,"1,345",475,,,,,,,,,,,,
,15,90.3,7.927,32.42,716,"1,343",261.5,"1,357",475,,,,,,,,,,,,
,16,90.5,7.654,30.57,692,"1,338",261.5,"1,370",475,,,,,,,,,,,,
,17,90,8.013,29.41,721,"1,341",261.5,"1,375",475,,,,,,,,,,,,
,18,90.5,8.13,31.66,736,"1,340",261.5,"1,380",475,,,,,,,,,,,,
,19,91,7.965,31.05,725,"1,328",261.3,"1,388",475,,,,,,,,,,,,
,20,91,8.25,32.74,751,"1,318",261.5,"1,400",475,,,,,,,,,,,,
,21,90.6,8.232,26.14,746,"1,338",261.4,"1,411",475,,,,,,,,,,,,
,22,91,7.953,27.39,724,"1,340",261.4,"1,404",475,,,,,,,,,,,,
TSSR12205V004,1,90.5,7.914,28.74,716,"1,329",262.5,"1,133",460,1st,26,12.92,8.33,7.85,6.21,0.482,0.81,6.48,6.17,78%,223
,2,90,7.699,29.3,693,"1,347",262.5,"1,187",460,2nd-1,38,,8.32,,7.23,0.485,,6.11,5.9,73%,155
,3,91,7.722,29.96,702,"1,356",262.6,"1,232",460,2nd-2,58,,7.91,,7.12,0.49,,5.69,5.38,72%,283
,4,91,7.628,28.84,694,"1,339",262.6,"1,267",460,3rd,74,,8.08,,6.89,0.484,,5.98,5.63,74%,
,5,90.5,7.644,28.46,692,"1,339",262.6,"1,268",460,4th,122,,7.9,,7.12,0.483,,6.03,5.71,76%,
,6,90.5,8.012,27.73,725,"1,341",262.5,"1,321",460,,,,,,,,,,,,
,7,91,8.336,30.24,759,"1,336",262.7,"1,350",470,,,,,,,,,,,,
,8,91,7.714,33.95,702,987,262.7,"1,358",470,,,,,,,,,,,,
,9,90,7.712,29.49,694,"1,329",262.6,"1,340",470,,,,,,,,,,,,
,10,91,7.752,29.45,706,"1,337",262.5,"1,351",470,,,,,,,,,,,,
,11,90.5,7.588,30.32,686,"1,256",262.5,"1,350",470,,,,,,,,,,,,
,12,90,8.087,30.95,728,"1,334",262.6,"1,375",470,,,,,,,,,,,,
,13,90.5,7.865,28.97,712,"1,330",262.5,"1,380",470,,,,,,,,,,,,
,14,91,7.779,31.87,708,"1,333",262.5,"1,394",470,,,,,,,,,,,,
,15,90.2,7.539,32.47,680,"1,335",262.6,"1,410",475,,,,,,,,,,,,
,16,90,7.622,31.31,686,355,262.6,"1,415",475,,,,,,,,,,,,
,17,90.5,7.903,32.51,715,"1,336",263.5,"1,093",470,,,,,,,,,,,,
,18,90.5,7.87,29.99,712,"1,338",263.5,"1,090",470,,,,,,,,,,,,
,19,90.5,8.132,30.66,736,"1,343",263.5,"1,109",470,,,,,,,,,,,,
,20,90.5,7.823,31.03,708,"1,343",263.5,"1,111",470,,,,,,,,,,,,
,21,90.5,7.96,30.6,720,"1,341",263.5,"1,120",470,,,,,,,,,,,,
,22,90.5,7.766,33.9,703,"1,331",263.4,"1,008",450,,,,,,,,,,,,
,23,90,8.16,32.59,734,"1,345",263.4,997,445,,,,,,,,,,,,
TSSR12205V005,1,91,8.503,32.49,773,"1,345",263.6,990,445,1st,10,12.89,7.99,7.2,7.18,0.488,0.76,6.01,5.71,75%,156
,2,90.5,8.291,33.78,750,"1,343",263.6,998,445,2nd,50,,8.03,,6.64,0.484,,5.98,5.91,74%,89
,3,91.5,7.862,30.48,719,"1,346",263.6,"1,000",445,3rd-1,68,,8.01,,6.87,0.496,,6.01,5.85,75%,85
,4,91,7.838,29.98,713,"1,340",263.7,"1,007",445,3rd-2,90,,8.16,,7.05,0.486,,5.87,5.56,72%,
,5,91,7.946,28.17,723,"1,346",263.7,"1,012",445,4th,122,,7.8,,6.61,0.489,,6.11,5.96,78%,
,6,91,8.028,32.24,730,"1,342",263.7,"1,010",445,,,,,,,,,,,,
,7,91,8.155,30.78,742,"1,345",263.7,"1,000",445,,,,,,,,,,,,
,8,91,8.078,32.17,735,"1,347",263.7,"1,000",445,,,,,,,,,,,,
,9,91,7.717,30.72,702,"1,349",263.7,"1,006",445,,,,,,,,,,,,
,10,90.5,8.114,31.67,734,"1,347",263.7,"1,005",445,,,,,,,,,,,,
,11,90.1,7.659,31.05,690,"1,347",263.7,"1,037",445,,,,,,,,,,,,
,12,90.5,8.262,29.9,748,"1,318",263.8,"1,060",450,,,,,,,,,,,,
,13,90,8.12,31.72,730,"1,342",263.6,"1,062",450,,,,,,,,,,,,
,14,90.5,8.035,33.45,727,"1,343",263.7,"1,062",450,,,,,,,,,,,,
,15,91,7.554,29.74,688,"1,343",263.7,"1,065",450,,,,,,,,,,,,
,16,91,7.709,31.15,701,"1,345",263.7,"1,070",450,,,,,,,,,,,,
,17,90.2,7.981,32.05,720,"1,342",263.6,"1,063",450,,,,,,,,,,,,
,18,90.5,8.344,30.81,755,"1,335",263.6,"1,057",450,,,,,,,,,,,,
,19,90,8.179,31.84,736,"1,346",263.6,"1,057",450,,,,,,,,,,,,
,20,91,7.687,31.37,699,"1,345",263.6,"1,060",450,,,,,,,,,,,,
,21,91,7.867,29.06,716,"1,344",263.5,"1,060",450,,,,,,,,,,,,
,22,91,7.714,33.93,702,"1,344",263.4,"1,058",450,,,,,,,,,,,,
TSSR12205V006,1,91,7.711,29.45,701,"1,340",263.6,"1,029",435,1st,26,13.57,8.01,7.58,6.77,0.49,1.06,6.15,5.93,77%,76
,2,91,8.326,30.12,758,"1,344",263.6,"1,039",435,2nd-1,36,,8.06,,6.96,0.49,,5.96,5.65,74%,153
,3,91,7.536,28.22,686,"1,345",263.8,"1,030",435,2nd-2,58,,8.28,,6.72,0.488,,6.08,5.79,73%,158
,4,90,7.939,27.61,715,"1,342",263.6,"1,028",435,3rd,90,,8.43,,6.74,0.484,,6.16,5.99,73%,
,5,91,8.505,27.46,773,"1,346",263.6,"1,036",435,4th,122,,8.22,,6.35,0.488,,5.92,5.49,72%,
,6,91,7.625,29.23,694,"1,348",263.6,"1,021",435,,,,,,,,,,,,
,7,91,8.415,27.82,766,"1,347",263.6,"1,028",435,,,,,,,,,,,,
,8,91,7.753,27.2,706,"1,348",263.7,"1,041",435,,,,,,,,,,,,
,9,90.3,8.34,32.77,753,"1,348",263.7,"1,029",435,,,,,,,,,,,,
,10,90.6,8.427,27.63,763,"1,343",263.7,"1,034",435,,,,,,,,,,,,
,11,90.5,7.884,28.25,714,"1,339",263.7,"1,030",435,,,,,,,,,,,,
,12,91,7.865,32.17,716,"1,335",263.5,"1,031",435,,,,,,,,,,,,
,13,90,8.794,29.16,791,"1,338",263.5,"1,077",435,,,,,,,,,,,,
,14,90.5,8.438,28.59,763,"1,338",263.5,"1,074",440,,,,,,,,,,,,
,15,91,8.264,29.13,752,"1,344",263.6,"1,070",440,,,,,,,,,,,,
,16,90.5,8.064,29.81,730,"1,344",263.5,"1,066",440,,,,,,,,,,,,
,17,90.1,8.182,30.45,737,"1,342",263.5,"1,079",440,,,,,,,,,,,,
,18,90,8.146,30.72,733,"1,343",263.6,"1,074",440,,,,,,,,,,,,
,19,90.5,8.226,29.86,745,"1,345",263.6,"1,082",440,,,,,,,,,,,,
,20,91,7.772,30.19,707,"1,346",263.7,"1,077",440,,,,,,,,,,,,
,21,90,7.672,26.71,691,"1,343",263.7,"1,081",440,,,,,,,,,,,,
,22,91,7.912,28.32,720,"1,343",263.7,"1,084",440,,,,,,,,,,,,
TSSR12205V007,1,90,8.099,30.38,729,"1,346",263.7,"1,086",440,1st-1,10,13.93,8.49,7.49,6.26,0.485,1.2,6.04,5.91,71%,40
,2,90.5,8.18,27.82,740,"1,343",263.7,"1,080",440,1st-2,32,,7.84,,6.65,0.487,,6.07,5.82,77%,93
,3,91.4,8.18,27.31,748,"1,343",263.5,"1,144",440,2nd,50,,8.02,,6.81,0.487,,6.05,5.84,75%,45
,4,91,7.966,29.39,725,"1,345",263.6,"1,152",455,3rd,74,,8.2,,6.79,0.493,,6.05,5.62,74%,
,5,91,7.836,30.54,713,"1,343",263.6,"1,143",455,4th-1,101,,8.42,,6.98,0.491,,5.92,5.65,70%,
,6,91,7.551,30.55,687,"1,345",263.6,"1,148",455,4th-2,115,,8.39,,6.74,0.484,,6.22,6.05,74%,
,7,90.8,7.894,29.92,717,"1,345",263.5,"1,159",455,,,,,,,,,,,,
,8,90.5,7.994,29.92,724,"1,345",263.5,"1,160",455,,,,,,,,,,,,
,9,90.5,8.024,31.16,727,"1,340",263.5,"1,154",455,,,,,,,,,,,,
,10,90.5,8.265,31.51,748,"1,338",263.5,"1,150",455,,,,,,,,,,,,
,11,91,7.545,28.28,687,"1,329",263.7,"1,140",455,,,,,,,,,,,,
,12,91,7.884,28.32,717,"1,344",263.7,"1,140",450,,,,,,,,,,,,
,13,91,7.872,28.3,717,"1,341",263.5,"1,140",450,,,,,,,,,,,,
,14,91,7.87,28.77,716,"1,344",263.5,"1,142",450,,,,,,,,,,,,
,15,90.5,7.664,28.45,694,"1,342",263.4,"1,140",450,,,,,,,,,,,,
,16,90,7.695,29.4,692,"1,342",263.5,"1,130",450,,,,,,,,,,,,
,17,90,7.556,27.56,680,"1,343",263.6,"1,130",450,,,,,,,,,,,,
,18,91,8.104,30.65,738,"1,342",263.5,"1,133",450,,,,,,,,,,,,
,19,90.5,8.016,30.38,725,"1,130",263.6,"1,137",450,,,,,,,,,,,,
,20,91,7.813,30.82,711,"1,347",263.6,"1,130",450,,,,,,,,,,,,
,21,91,8.489,29.91,772,"1,055",263.7,"1,135",450,,,,,,,,,,,,
,22,91,8.043,27.37,732,"1,347",263.4,"1,132",450,,,,,,,,,,,,
,23,90.3,8.166,29.87,737,120,263.4,"1,136",450,,,,,,,,,,,,
TSSR12205V008,1,91,8.479,28.8,771,"1,336",263.4,"1,102",455,1st,8,13.75,7.98,7.21,6.73,0.484,0.94,6.08,5.54,76%,
,2,91,7.68,30.93,699,"1,335",263.6,"1,155",455,2nd-1,18,,7.85,,6.85,0.477,,6.1,5.77,78%,166
,3,91,7.674,31.84,699,"1,337",263.6,"1,220",465,2nd-2,40,,7.93,,6.37,0.486,,6.11,5.83,77%,39
,4,91.5,7.614,33.37,697,"1,338",263.7,"1,236",465,3rd,66,,7.98,,7.15,0.493,,5.77,5.56,72%,63
,5,91,7.707,29.44,701,"1,339",263.7,"1,265",465,4th,90,,7.98,,6.97,0.483,,6.09,5.86,76%,
,6,90,7.936,34.66,715,"1,341",264,"1,289",465,5th-1,110,,8.05,,6.73,0.479,,6.05,5.81,75%,
,7,90.3,7.585,30.74,685,"1,334",263.6,"1,310",470,5th-2,123,,8.09,,6.78,0.483,,6.11,5.93,76%,
,8,90.5,7.996,34.85,724,"1,336",263.7,"1,316",470,,,,,,,,,,,,
,9,90,8.383,31.62,755,"1,340",263.7,"1,320",470,,,,,,,,,,,,
,10,90,7.997,31.77,720,"1,341",263.6,"1,327",470,,,,,,,,,,,,
,11,90.5,8.066,30.62,730,"1,334",263.6,"1,326",470,,,,,,,,,,,,
,12,90.5,7.98,33.24,723,"1,342",263.6,"1,346",470,,,,,,,,,,,,
,13,91,7.929,32.03,722,"1,342",263.8,"1,352",470,,,,,,,,,,,,
,14,91,7.773,29.83,707,"1,336",263.9,"1,382",470,,,,,,,,,,,,
,15,90,7.503,30.43,676,"1,337",263.8,"1,393",470,,,,,,,,,,,,
,16,91,7.554,32.85,688,"1,340",263.9,"1,382",470,,,,,,,,,,,,
,17,91,7.504,34.24,683,"1,336",263.7,"1,373",470,,,,,,,,,,,,
,18,90.4,8.054,33.59,728,"1,342",263.9,"1,372",470,,,,,,,,,,,,
,19,91,7.924,34.54,721,"1,336",263.8,"1,424",470,,,,,,,,,,,,
,20,90,8.068,34.36,726,"1,330",263.5,"1,489",470,,,,,,,,,,,,
,21,90.5,7.614,31.77,689,"1,332",263.6,"1,533",470,,,,,,,,,,,,
,22,90,7.637,30.42,688,"1,337",263.6,"1,542",470,,,,,,,,,,,,
,23,91,7.505,30.28,683,323,263.3,"1,542",470,,,,,,,,,,,,
TSSR12205V009,1,90,7.649,31.71,688,"1,332",263.7,"1,520",460,1st,2,13.83,8.32,7.88,6.54,0.492,0.95,5.58,5.28,67%,57
,2,90,8.397,31.28,755,493,263.5,"1,155",460,2nd,26,,8.02,,6.84,0.485,,6.25,5.82,78%,242
,3,90,8.018,32.29,722,"1,333",263.7,"1,139",460,3rd,58,,7.98,,7.46,0.483,,5.81,5.58,73%,37
,4,90.7,7.602,32.18,689,"1,338",263.8,"1,133",460,4th,90,,8.22,,6.94,0.487,,5.89,5.52,72%,
,5,91,7.945,33.51,723,"1,323",263.8,"1,130",460,5th-1,106,,8.04,,6.48,0.493,,5.92,5.52,74%,
,6,90,8.332,32.88,750,"1,342",263.8,"1,138",460,5th-2,122,,8.03,,6.59,0.486,,6.21,6.02,77%,
,7,91,7.772,34.1,707,"1,344",263.7,"1,144",460,,,,,,,,,,,,
,8,91,7.75,33.74,705,"1,340",263.7,"1,136",460,,,,,,,,,,,,
,9,90.7,7.643,31.88,693,"1,343",263.8,"1,143",460,,,,,,,,,,,,
,10,91,7.559,32.42,688,"1,335",263.6,"1,135",460,,,,,,,,,,,,
,11,91,7.642,32.09,696,"1,338",263.8,"1,162",460,,,,,,,,,,,,
,12,91,7.964,32.72,725,"1,341",263.7,"1,179",460,,,,,,,,,,,,
,13,90,8.075,32.66,727,"1,338",263.8,"1,163",455,,,,,,,,,,,,
,14,90,8.042,30.07,724,"1,341",263.8,"1,158",455,,,,,,,,,,,,
,15,90.5,7.792,30.94,705,"1,335",263.9,"1,156",455,,,,,,,,,,,,
,16,90.5,8.001,29.32,724,"1,344",263.8,"1,162",455,,,,,,,,,,,,
,17,90.5,7.748,30.9,702,"1,342",263.7,"1,160",455,,,,,,,,,,,,
,18,90.5,7.766,30.83,703,"1,346",263.8,"1,161",455,,,,,,,,,,,,
,19,91,7.988,31.91,726,"1,343",263.7,"1,163",455,,,,,,,,,,,,
,20,91,7.717,30.8,702,"1,342",263.7,"1,162",455,,,,,,,,,,,,
,21,90.3,8.052,31.81,727,"1,343",263.7,"1,163",455,,,,,,,,,,,,
,22,90.6,8.13,31.04,737,"1,342",263.6,"1,157",455,,,,,,,,,,,,
,23,91,7.648,30.77,696,"1,340",263.7,"1,154",455,,,,,,,,,,,,
TSSR12205V010,1,90,7.87,31.17,708,"1,335",263.8,"1,210",470,1st,26,13.31,8,7.66,6.59,0.488,1,6.11,5.99,76%,23
,2,91,7.783,31.98,709,"1,344",263.7,"1,220",470,2nd,58,,8.1,,6.82,0.49,,5.5,5.21,68%,35
,3,90,8.075,32.57,727,"1,338",263.6,"1,213",470,3rd-1,68,,8.07,,7.06,0.489,,6.14,5.82,76%,64
,4,90,7.98,32.82,718,"1,342",263.6,"1,222",470,3rd-2,82,,8.18,,6.56,0.491,,5.91,5.73,72%,
,5,91,7.778,33.14,708,"1,344",263.9,"1,228",470,4th,122,,8.16,,6.72,0.488,,6.14,6.04,75%,
,6,91,7.743,34.38,704,"1,343",263.7,"1,239",470,,,,,,,,,,,,
,7,90.5,7.703,34.75,697,"1,341",263.7,"1,240",470,,,,,,,,,,,,
,8,91,7.724,35.62,703,"1,341",263.8,"1,214",470,,,,,,,,,,,,
,9,90,7.934,32.45,714,"1,343",263.8,"1,221",470,,,,,,,,,,,,
,10,91,8.212,32.5,747,"1,343",263.4,"1,238",465,,,,,,,,,,,,
,11,90.5,7.816,30.99,707,"1,336",263.8,"1,238",465,,,,,,,,,,,,
,12,90.5,8.271,32.88,748,"1,338",263.8,"1,238",465,,,,,,,,,,,,
,13,91,8.147,32.98,742,"1,343",263.9,"1,232",465,,,,,,,,,,,,
,14,90,7.786,31.04,701,"1,340",263.9,"1,239",465,,,,,,,,,,,,
,15,90.2,8.052,32.25,727,"1,340",263.7,"1,307",465,,,,,,,,,,,,
,16,91,7.899,30.07,719,"1,343",263.8,"1,302",465,,,,,,,,,,,,
,17,90.5,8.008,32.49,725,"1,337",263.7,"1,300",465,,,,,,,,,,,,
,18,90,7.679,29.85,692,"1,342",263.8,"1,300",465,,,,,,,,,,,,
,19,91,7.769,30.3,707,"1,340",263.7,"1,303",465,,,,,,,,,,,,
,20,90.5,8.038,29.48,727,"1,336",263.7,"1,300",465,,,,,,,,,,,,
,21,91,7.677,29.97,699,"1,339",263.5,"1,305",465,,,,,,,,,,,,
,22,90.5,8.569,33.02,775,"1,344",263.7,"1,315",465,,,,,,,,,,,,
TSSR12205V011,1,90.5,8.201,31.4,742,"1,339",263.7,"1,289",465,1st,18,13.17,8.08,7.14,6.76,0.49,0.74,5.58,5.34,69%,222
,2,91,7.948,31.57,724,"1,341",263.7,"1,294",465,2nd-1,40,,8.17,,6.7,0.473,,5.77,5.34,71%,124
,3,90.5,7.92,31.73,717,"1,339",263.6,"1,247",460,2nd-2,50,,8.26,,6.93,0.486,,5.68,5.48,69%,272
,4,90.5,7.938,32.88,719,"1,343",263.8,"1,258",460,3rd,82,,7.96,,6.98,0.489,,5.47,5.29,69%,
,5,90,8.111,31.99,730,"1,343",263.7,"1,250",460,4th,106,,8.05,,6.9,0.491,,6.19,5.63,77%,
,6,90.3,8.447,33.91,762,"1,342",263.8,"1,260",460,5th,126,,8.18,,6.32,0.483,,6.28,6.12,77%,
,7,91.5,7.533,30.45,689,"1,344",263.8,"1,262",460,,,,,,,,,,,,
,8,91,7.554,31.09,688,"1,345",263.8,"1,280",460,,,,,,,,,,,,
,9,90,8.019,30.85,722,"1,345",263.7,"1,287",460,,,,,,,,,,,,
,10,91,7.507,33.92,683,"1,343",263.7,"1,290",460,,,,,,,,,,,,
,11,91,7.798,32.97,710,"1,348",263.7,"1,295",460,,,,,,,,,,,,
